Image,Label
data/train/image\8\10905.jpg,data/train/label/8.jpg
data/train/image\8\10927.jpg,data/train/label/8.jpg
data/train/image\8\10936.jpg,data/train/label/8.jpg
data/train/image\8\10948.jpg,data/train/label/8.jpg
data/train/image\8\10963.jpg,data/train/label/8.jpg
data/train/image\8\10973.jpg,data/train/label/8.jpg
data/train/image\8\10981.jpg,data/train/label/8.jpg
data/train/image\8\1101.jpg,data/train/label/8.jpg
data/train/image\8\11028.jpg,data/train/label/8.jpg
data/train/image\8\11035.jpg,data/train/label/8.jpg
data/train/image\8\1105.jpg,data/train/label/8.jpg
data/train/image\8\11063.jpg,data/train/label/8.jpg
data/train/image\8\11067.jpg,data/train/label/8.jpg
data/train/image\8\11070.jpg,data/train/label/8.jpg
data/train/image\8\11087.jpg,data/train/label/8.jpg
data/train/image\8\11101.jpg,data/train/label/8.jpg
data/train/image\8\11108.jpg,data/train/label/8.jpg
data/train/image\8\11120.jpg,data/train/label/8.jpg
data/train/image\8\11121.jpg,data/train/label/8.jpg
data/train/image\8\11142.jpg,data/train/label/8.jpg
data/train/image\8\11146.jpg,data/train/label/8.jpg
data/train/image\8\11149.jpg,data/train/label/8.jpg
data/train/image\8\11160.jpg,data/train/label/8.jpg
data/train/image\8\11161.jpg,data/train/label/8.jpg
data/train/image\8\11176.jpg,data/train/label/8.jpg
data/train/image\8\11181.jpg,data/train/label/8.jpg
data/train/image\8\11191.jpg,data/train/label/8.jpg
data/train/image\8\1120.jpg,data/train/label/8.jpg
data/train/image\8\11210.jpg,data/train/label/8.jpg
data/train/image\8\11211.jpg,data/train/label/8.jpg
data/train/image\8\11213.jpg,data/train/label/8.jpg
data/train/image\8\11239.jpg,data/train/label/8.jpg
data/train/image\8\11241.jpg,data/train/label/8.jpg
data/train/image\8\11258.jpg,data/train/label/8.jpg
data/train/image\8\11273.jpg,data/train/label/8.jpg
data/train/image\8\11288.jpg,data/train/label/8.jpg
data/train/image\8\11302.jpg,data/train/label/8.jpg
data/train/image\8\11311.jpg,data/train/label/8.jpg
data/train/image\8\11322.jpg,data/train/label/8.jpg
data/train/image\8\11331.jpg,data/train/label/8.jpg
data/train/image\8\11351.jpg,data/train/label/8.jpg
data/train/image\8\11355.jpg,data/train/label/8.jpg
data/train/image\8\11365.jpg,data/train/label/8.jpg
data/train/image\8\11374.jpg,data/train/label/8.jpg
data/train/image\8\11382.jpg,data/train/label/8.jpg
data/train/image\8\11383.jpg,data/train/label/8.jpg
data/train/image\8\11398.jpg,data/train/label/8.jpg
data/train/image\8\11406.jpg,data/train/label/8.jpg
data/train/image\8\1141.jpg,data/train/label/8.jpg
data/train/image\8\11413.jpg,data/train/label/8.jpg
data/train/image\8\11425.jpg,data/train/label/8.jpg
data/train/image\8\11431.jpg,data/train/label/8.jpg
data/train/image\8\11444.jpg,data/train/label/8.jpg
data/train/image\8\11450.jpg,data/train/label/8.jpg
data/train/image\8\11457.jpg,data/train/label/8.jpg
data/train/image\8\11469.jpg,data/train/label/8.jpg
data/train/image\8\11478.jpg,data/train/label/8.jpg
data/train/image\8\11482.jpg,data/train/label/8.jpg
data/train/image\8\11506.jpg,data/train/label/8.jpg
data/train/image\8\11529.jpg,data/train/label/8.jpg
data/train/image\8\11546.jpg,data/train/label/8.jpg
data/train/image\8\11555.jpg,data/train/label/8.jpg
data/train/image\8\11568.jpg,data/train/label/8.jpg
data/train/image\8\11575.jpg,data/train/label/8.jpg
data/train/image\8\11586.jpg,data/train/label/8.jpg
data/train/image\8\11602.jpg,data/train/label/8.jpg
data/train/image\8\11611.jpg,data/train/label/8.jpg
data/train/image\8\11613.jpg,data/train/label/8.jpg
data/train/image\8\11614.jpg,data/train/label/8.jpg
data/train/image\8\11625.jpg,data/train/label/8.jpg
data/train/image\8\11662.jpg,data/train/label/8.jpg
data/train/image\8\11672.jpg,data/train/label/8.jpg
data/train/image\8\11681.jpg,data/train/label/8.jpg
data/train/image\8\1170.jpg,data/train/label/8.jpg
data/train/image\8\11704.jpg,data/train/label/8.jpg
data/train/image\8\11717.jpg,data/train/label/8.jpg
data/train/image\8\11720.jpg,data/train/label/8.jpg
data/train/image\8\11722.jpg,data/train/label/8.jpg
data/train/image\8\11724.jpg,data/train/label/8.jpg
data/train/image\8\11726.jpg,data/train/label/8.jpg
data/train/image\8\11734.jpg,data/train/label/8.jpg
data/train/image\8\11741.jpg,data/train/label/8.jpg
data/train/image\8\11749.jpg,data/train/label/8.jpg
data/train/image\8\11750.jpg,data/train/label/8.jpg
data/train/image\8\11751.jpg,data/train/label/8.jpg
data/train/image\8\11753.jpg,data/train/label/8.jpg
data/train/image\8\11761.jpg,data/train/label/8.jpg
data/train/image\8\11796.jpg,data/train/label/8.jpg
data/train/image\8\11808.jpg,data/train/label/8.jpg
data/train/image\8\11823.jpg,data/train/label/8.jpg
data/train/image\8\11827.jpg,data/train/label/8.jpg
data/train/image\8\11836.jpg,data/train/label/8.jpg
data/train/image\8\11843.jpg,data/train/label/8.jpg
data/train/image\8\11858.jpg,data/train/label/8.jpg
data/train/image\8\11859.jpg,data/train/label/8.jpg
data/train/image\8\11872.jpg,data/train/label/8.jpg
data/train/image\8\11880.jpg,data/train/label/8.jpg
data/train/image\8\11881.jpg,data/train/label/8.jpg
data/train/image\8\11885.jpg,data/train/label/8.jpg
data/train/image\8\11890.jpg,data/train/label/8.jpg
data/train/image\8\11904.jpg,data/train/label/8.jpg
data/train/image\8\11908.jpg,data/train/label/8.jpg
data/train/image\8\11923.jpg,data/train/label/8.jpg
data/train/image\8\1193.jpg,data/train/label/8.jpg
data/train/image\8\11940.jpg,data/train/label/8.jpg
data/train/image\8\11942.jpg,data/train/label/8.jpg
data/train/image\8\11950.jpg,data/train/label/8.jpg
data/train/image\8\11984.jpg,data/train/label/8.jpg
data/train/image\8\11989.jpg,data/train/label/8.jpg
data/train/image\8\11998.jpg,data/train/label/8.jpg
data/train/image\8\12009.jpg,data/train/label/8.jpg
data/train/image\8\12010.jpg,data/train/label/8.jpg
data/train/image\8\12014.jpg,data/train/label/8.jpg
data/train/image\8\12026.jpg,data/train/label/8.jpg
data/train/image\8\12027.jpg,data/train/label/8.jpg
data/train/image\8\12032.jpg,data/train/label/8.jpg
data/train/image\8\12037.jpg,data/train/label/8.jpg
data/train/image\8\12043.jpg,data/train/label/8.jpg
data/train/image\8\12045.jpg,data/train/label/8.jpg
data/train/image\8\12054.jpg,data/train/label/8.jpg
data/train/image\8\12066.jpg,data/train/label/8.jpg
data/train/image\8\1207.jpg,data/train/label/8.jpg
data/train/image\8\12073.jpg,data/train/label/8.jpg
data/train/image\8\12084.jpg,data/train/label/8.jpg
data/train/image\8\12085.jpg,data/train/label/8.jpg
data/train/image\8\12099.jpg,data/train/label/8.jpg
data/train/image\8\12111.jpg,data/train/label/8.jpg
data/train/image\8\12112.jpg,data/train/label/8.jpg
data/train/image\8\12118.jpg,data/train/label/8.jpg
data/train/image\8\12130.jpg,data/train/label/8.jpg
data/train/image\8\1214.jpg,data/train/label/8.jpg
data/train/image\8\12163.jpg,data/train/label/8.jpg
data/train/image\8\12164.jpg,data/train/label/8.jpg
data/train/image\8\12173.jpg,data/train/label/8.jpg
data/train/image\8\12174.jpg,data/train/label/8.jpg
data/train/image\8\12182.jpg,data/train/label/8.jpg
data/train/image\8\1219.jpg,data/train/label/8.jpg
data/train/image\8\12190.jpg,data/train/label/8.jpg
data/train/image\8\12198.jpg,data/train/label/8.jpg
data/train/image\8\1223.jpg,data/train/label/8.jpg
data/train/image\8\12235.jpg,data/train/label/8.jpg
data/train/image\8\12242.jpg,data/train/label/8.jpg
data/train/image\8\12250.jpg,data/train/label/8.jpg
data/train/image\8\12255.jpg,data/train/label/8.jpg
data/train/image\8\12268.jpg,data/train/label/8.jpg
data/train/image\8\12275.jpg,data/train/label/8.jpg
data/train/image\8\12282.jpg,data/train/label/8.jpg
data/train/image\8\12288.jpg,data/train/label/8.jpg
data/train/image\8\12295.jpg,data/train/label/8.jpg
data/train/image\8\12298.jpg,data/train/label/8.jpg
data/train/image\8\12308.jpg,data/train/label/8.jpg
data/train/image\8\12309.jpg,data/train/label/8.jpg
data/train/image\8\12317.jpg,data/train/label/8.jpg
data/train/image\8\12335.jpg,data/train/label/8.jpg
data/train/image\8\12353.jpg,data/train/label/8.jpg
data/train/image\8\1236.jpg,data/train/label/8.jpg
data/train/image\8\12369.jpg,data/train/label/8.jpg
data/train/image\8\1237.jpg,data/train/label/8.jpg
data/train/image\8\12378.jpg,data/train/label/8.jpg
data/train/image\8\12379.jpg,data/train/label/8.jpg
data/train/image\8\1239.jpg,data/train/label/8.jpg
data/train/image\8\12400.jpg,data/train/label/8.jpg
data/train/image\8\12419.jpg,data/train/label/8.jpg
data/train/image\8\12444.jpg,data/train/label/8.jpg
data/train/image\8\12455.jpg,data/train/label/8.jpg
data/train/image\8\12466.jpg,data/train/label/8.jpg
data/train/image\8\1247.jpg,data/train/label/8.jpg
data/train/image\8\12473.jpg,data/train/label/8.jpg
data/train/image\8\12482.jpg,data/train/label/8.jpg
data/train/image\8\12493.jpg,data/train/label/8.jpg
data/train/image\8\12494.jpg,data/train/label/8.jpg
data/train/image\8\125.jpg,data/train/label/8.jpg
data/train/image\8\12513.jpg,data/train/label/8.jpg
data/train/image\8\12522.jpg,data/train/label/8.jpg
data/train/image\8\12534.jpg,data/train/label/8.jpg
data/train/image\8\1254.jpg,data/train/label/8.jpg
data/train/image\8\12557.jpg,data/train/label/8.jpg
data/train/image\8\12565.jpg,data/train/label/8.jpg
data/train/image\8\12580.jpg,data/train/label/8.jpg
data/train/image\8\12586.jpg,data/train/label/8.jpg
data/train/image\8\12594.jpg,data/train/label/8.jpg
data/train/image\8\12609.jpg,data/train/label/8.jpg
data/train/image\8\12616.jpg,data/train/label/8.jpg
data/train/image\8\12619.jpg,data/train/label/8.jpg
data/train/image\8\12622.jpg,data/train/label/8.jpg
data/train/image\8\12623.jpg,data/train/label/8.jpg
data/train/image\8\12627.jpg,data/train/label/8.jpg
data/train/image\8\12630.jpg,data/train/label/8.jpg
data/train/image\8\12633.jpg,data/train/label/8.jpg
data/train/image\8\12648.jpg,data/train/label/8.jpg
data/train/image\8\12658.jpg,data/train/label/8.jpg
data/train/image\8\12660.jpg,data/train/label/8.jpg
data/train/image\8\12663.jpg,data/train/label/8.jpg
data/train/image\8\1267.jpg,data/train/label/8.jpg
data/train/image\8\12683.jpg,data/train/label/8.jpg
data/train/image\8\12710.jpg,data/train/label/8.jpg
data/train/image\8\12712.jpg,data/train/label/8.jpg
data/train/image\8\12719.jpg,data/train/label/8.jpg
data/train/image\8\12777.jpg,data/train/label/8.jpg
data/train/image\8\12778.jpg,data/train/label/8.jpg
data/train/image\8\12782.jpg,data/train/label/8.jpg
data/train/image\8\1279.jpg,data/train/label/8.jpg
data/train/image\8\12831.jpg,data/train/label/8.jpg
data/train/image\8\12848.jpg,data/train/label/8.jpg
data/train/image\8\12857.jpg,data/train/label/8.jpg
data/train/image\8\12886.jpg,data/train/label/8.jpg
data/train/image\8\1289.jpg,data/train/label/8.jpg
data/train/image\8\12890.jpg,data/train/label/8.jpg
data/train/image\8\12892.jpg,data/train/label/8.jpg
data/train/image\8\12899.jpg,data/train/label/8.jpg
data/train/image\8\12904.jpg,data/train/label/8.jpg
data/train/image\8\12923.jpg,data/train/label/8.jpg
data/train/image\8\12928.jpg,data/train/label/8.jpg
data/train/image\8\12934.jpg,data/train/label/8.jpg
data/train/image\8\12936.jpg,data/train/label/8.jpg
data/train/image\8\1294.jpg,data/train/label/8.jpg
data/train/image\8\12943.jpg,data/train/label/8.jpg
data/train/image\8\12944.jpg,data/train/label/8.jpg
data/train/image\8\12958.jpg,data/train/label/8.jpg
data/train/image\8\1296.jpg,data/train/label/8.jpg
data/train/image\8\12960.jpg,data/train/label/8.jpg
data/train/image\8\12963.jpg,data/train/label/8.jpg
data/train/image\8\12974.jpg,data/train/label/8.jpg
data/train/image\8\12984.jpg,data/train/label/8.jpg
data/train/image\8\12988.jpg,data/train/label/8.jpg
data/train/image\8\13004.jpg,data/train/label/8.jpg
data/train/image\8\13014.jpg,data/train/label/8.jpg
data/train/image\8\13016.jpg,data/train/label/8.jpg
data/train/image\8\13017.jpg,data/train/label/8.jpg
data/train/image\8\13018.jpg,data/train/label/8.jpg
data/train/image\8\13037.jpg,data/train/label/8.jpg
data/train/image\8\13051.jpg,data/train/label/8.jpg
data/train/image\8\13055.jpg,data/train/label/8.jpg
data/train/image\8\13062.jpg,data/train/label/8.jpg
data/train/image\8\13065.jpg,data/train/label/8.jpg
data/train/image\8\13079.jpg,data/train/label/8.jpg
data/train/image\8\13083.jpg,data/train/label/8.jpg
data/train/image\8\13089.jpg,data/train/label/8.jpg
data/train/image\8\13095.jpg,data/train/label/8.jpg
data/train/image\8\13103.jpg,data/train/label/8.jpg
data/train/image\8\13118.jpg,data/train/label/8.jpg
data/train/image\8\13122.jpg,data/train/label/8.jpg
data/train/image\8\13151.jpg,data/train/label/8.jpg
data/train/image\8\13152.jpg,data/train/label/8.jpg
data/train/image\8\13171.jpg,data/train/label/8.jpg
data/train/image\8\13176.jpg,data/train/label/8.jpg
data/train/image\8\13186.jpg,data/train/label/8.jpg
data/train/image\8\13189.jpg,data/train/label/8.jpg
data/train/image\8\1319.jpg,data/train/label/8.jpg
data/train/image\8\13195.jpg,data/train/label/8.jpg
data/train/image\8\13204.jpg,data/train/label/8.jpg
data/train/image\8\13219.jpg,data/train/label/8.jpg
data/train/image\8\13258.jpg,data/train/label/8.jpg
data/train/image\8\13274.jpg,data/train/label/8.jpg
data/train/image\8\13281.jpg,data/train/label/8.jpg
data/train/image\8\1329.jpg,data/train/label/8.jpg
data/train/image\8\13301.jpg,data/train/label/8.jpg
data/train/image\8\13316.jpg,data/train/label/8.jpg
data/train/image\8\13320.jpg,data/train/label/8.jpg
data/train/image\8\13327.jpg,data/train/label/8.jpg
data/train/image\8\13341.jpg,data/train/label/8.jpg
data/train/image\8\13342.jpg,data/train/label/8.jpg
data/train/image\8\13343.jpg,data/train/label/8.jpg
data/train/image\8\13346.jpg,data/train/label/8.jpg
data/train/image\8\13354.jpg,data/train/label/8.jpg
data/train/image\8\13365.jpg,data/train/label/8.jpg
data/train/image\8\13378.jpg,data/train/label/8.jpg
data/train/image\8\13386.jpg,data/train/label/8.jpg
data/train/image\8\1339.jpg,data/train/label/8.jpg
data/train/image\8\13393.jpg,data/train/label/8.jpg
data/train/image\8\13396.jpg,data/train/label/8.jpg
data/train/image\8\13402.jpg,data/train/label/8.jpg
data/train/image\8\13407.jpg,data/train/label/8.jpg
data/train/image\8\13412.jpg,data/train/label/8.jpg
data/train/image\8\13420.jpg,data/train/label/8.jpg
data/train/image\8\13422.jpg,data/train/label/8.jpg
data/train/image\8\13423.jpg,data/train/label/8.jpg
data/train/image\8\13424.jpg,data/train/label/8.jpg
data/train/image\8\13436.jpg,data/train/label/8.jpg
data/train/image\8\1344.jpg,data/train/label/8.jpg
data/train/image\8\13440.jpg,data/train/label/8.jpg
data/train/image\8\13447.jpg,data/train/label/8.jpg
data/train/image\8\13476.jpg,data/train/label/8.jpg
data/train/image\8\13477.jpg,data/train/label/8.jpg
data/train/image\8\13485.jpg,data/train/label/8.jpg
data/train/image\8\13489.jpg,data/train/label/8.jpg
data/train/image\8\13498.jpg,data/train/label/8.jpg
data/train/image\8\13518.jpg,data/train/label/8.jpg
data/train/image\8\13549.jpg,data/train/label/8.jpg
data/train/image\8\13554.jpg,data/train/label/8.jpg
data/train/image\8\13559.jpg,data/train/label/8.jpg
data/train/image\8\13562.jpg,data/train/label/8.jpg
data/train/image\8\13578.jpg,data/train/label/8.jpg
data/train/image\8\13588.jpg,data/train/label/8.jpg
data/train/image\8\13592.jpg,data/train/label/8.jpg
data/train/image\8\13597.jpg,data/train/label/8.jpg
data/train/image\8\13605.jpg,data/train/label/8.jpg
data/train/image\8\13608.jpg,data/train/label/8.jpg
data/train/image\8\13618.jpg,data/train/label/8.jpg
data/train/image\8\1362.jpg,data/train/label/8.jpg
data/train/image\8\13620.jpg,data/train/label/8.jpg
data/train/image\8\13626.jpg,data/train/label/8.jpg
data/train/image\8\13632.jpg,data/train/label/8.jpg
data/train/image\8\13639.jpg,data/train/label/8.jpg
data/train/image\8\13655.jpg,data/train/label/8.jpg
data/train/image\8\13669.jpg,data/train/label/8.jpg
data/train/image\8\13677.jpg,data/train/label/8.jpg
data/train/image\8\13680.jpg,data/train/label/8.jpg
data/train/image\8\13682.jpg,data/train/label/8.jpg
data/train/image\8\137.jpg,data/train/label/8.jpg
data/train/image\8\13723.jpg,data/train/label/8.jpg
data/train/image\8\13781.jpg,data/train/label/8.jpg
data/train/image\8\13792.jpg,data/train/label/8.jpg
data/train/image\8\13793.jpg,data/train/label/8.jpg
data/train/image\8\13795.jpg,data/train/label/8.jpg
data/train/image\8\13803.jpg,data/train/label/8.jpg
data/train/image\8\13812.jpg,data/train/label/8.jpg
data/train/image\8\1384.jpg,data/train/label/8.jpg
data/train/image\8\13849.jpg,data/train/label/8.jpg
data/train/image\8\13866.jpg,data/train/label/8.jpg
data/train/image\8\13869.jpg,data/train/label/8.jpg
data/train/image\8\13876.jpg,data/train/label/8.jpg
data/train/image\8\1388.jpg,data/train/label/8.jpg
data/train/image\8\13885.jpg,data/train/label/8.jpg
data/train/image\8\13888.jpg,data/train/label/8.jpg
data/train/image\8\13895.jpg,data/train/label/8.jpg
data/train/image\8\13899.jpg,data/train/label/8.jpg
data/train/image\8\13917.jpg,data/train/label/8.jpg
data/train/image\8\13920.jpg,data/train/label/8.jpg
data/train/image\8\13924.jpg,data/train/label/8.jpg
data/train/image\8\13934.jpg,data/train/label/8.jpg
data/train/image\8\13944.jpg,data/train/label/8.jpg
data/train/image\8\13951.jpg,data/train/label/8.jpg
data/train/image\8\13954.jpg,data/train/label/8.jpg
data/train/image\8\13960.jpg,data/train/label/8.jpg
data/train/image\8\13966.jpg,data/train/label/8.jpg
data/train/image\8\13976.jpg,data/train/label/8.jpg
data/train/image\8\13979.jpg,data/train/label/8.jpg
data/train/image\8\13990.jpg,data/train/label/8.jpg
data/train/image\8\14003.jpg,data/train/label/8.jpg
data/train/image\8\14008.jpg,data/train/label/8.jpg
data/train/image\8\14013.jpg,data/train/label/8.jpg
data/train/image\8\14014.jpg,data/train/label/8.jpg
data/train/image\8\14017.jpg,data/train/label/8.jpg
data/train/image\8\14020.jpg,data/train/label/8.jpg
data/train/image\8\14035.jpg,data/train/label/8.jpg
data/train/image\8\1404.jpg,data/train/label/8.jpg
data/train/image\8\14055.jpg,data/train/label/8.jpg
data/train/image\8\14062.jpg,data/train/label/8.jpg
data/train/image\8\14068.jpg,data/train/label/8.jpg
data/train/image\8\14075.jpg,data/train/label/8.jpg
data/train/image\8\14093.jpg,data/train/label/8.jpg
data/train/image\8\14128.jpg,data/train/label/8.jpg
data/train/image\8\14140.jpg,data/train/label/8.jpg
data/train/image\8\14162.jpg,data/train/label/8.jpg
data/train/image\8\14170.jpg,data/train/label/8.jpg
data/train/image\8\14173.jpg,data/train/label/8.jpg
data/train/image\8\14189.jpg,data/train/label/8.jpg
data/train/image\8\1419.jpg,data/train/label/8.jpg
data/train/image\8\14191.jpg,data/train/label/8.jpg
data/train/image\8\14192.jpg,data/train/label/8.jpg
data/train/image\8\14203.jpg,data/train/label/8.jpg
data/train/image\8\14209.jpg,data/train/label/8.jpg
data/train/image\8\14211.jpg,data/train/label/8.jpg
data/train/image\8\14225.jpg,data/train/label/8.jpg
data/train/image\8\14226.jpg,data/train/label/8.jpg
data/train/image\8\14250.jpg,data/train/label/8.jpg
data/train/image\8\14253.jpg,data/train/label/8.jpg
data/train/image\8\14263.jpg,data/train/label/8.jpg
data/train/image\8\14270.jpg,data/train/label/8.jpg
data/train/image\8\14279.jpg,data/train/label/8.jpg
data/train/image\8\14301.jpg,data/train/label/8.jpg
data/train/image\8\14304.jpg,data/train/label/8.jpg
data/train/image\8\14305.jpg,data/train/label/8.jpg
data/train/image\8\14322.jpg,data/train/label/8.jpg
data/train/image\8\14338.jpg,data/train/label/8.jpg
data/train/image\8\1434.jpg,data/train/label/8.jpg
data/train/image\8\14362.jpg,data/train/label/8.jpg
data/train/image\8\14380.jpg,data/train/label/8.jpg
data/train/image\8\14382.jpg,data/train/label/8.jpg
data/train/image\8\14385.jpg,data/train/label/8.jpg
data/train/image\8\1439.jpg,data/train/label/8.jpg
data/train/image\8\14396.jpg,data/train/label/8.jpg
data/train/image\8\144.jpg,data/train/label/8.jpg
data/train/image\8\14406.jpg,data/train/label/8.jpg
data/train/image\8\14413.jpg,data/train/label/8.jpg
data/train/image\8\14438.jpg,data/train/label/8.jpg
data/train/image\8\14441.jpg,data/train/label/8.jpg
data/train/image\8\14452.jpg,data/train/label/8.jpg
data/train/image\8\14457.jpg,data/train/label/8.jpg
data/train/image\8\14474.jpg,data/train/label/8.jpg
data/train/image\8\14477.jpg,data/train/label/8.jpg
data/train/image\8\14478.jpg,data/train/label/8.jpg
data/train/image\8\14480.jpg,data/train/label/8.jpg
data/train/image\8\14494.jpg,data/train/label/8.jpg
data/train/image\8\14495.jpg,data/train/label/8.jpg
data/train/image\8\14499.jpg,data/train/label/8.jpg
data/train/image\8\1453.jpg,data/train/label/8.jpg
data/train/image\8\14553.jpg,data/train/label/8.jpg
data/train/image\8\1457.jpg,data/train/label/8.jpg
data/train/image\8\146.jpg,data/train/label/8.jpg
data/train/image\8\14611.jpg,data/train/label/8.jpg
data/train/image\8\14614.jpg,data/train/label/8.jpg
data/train/image\8\14625.jpg,data/train/label/8.jpg
data/train/image\8\14626.jpg,data/train/label/8.jpg
data/train/image\8\14638.jpg,data/train/label/8.jpg
data/train/image\8\1464.jpg,data/train/label/8.jpg
data/train/image\8\14640.jpg,data/train/label/8.jpg
data/train/image\8\14645.jpg,data/train/label/8.jpg
data/train/image\8\14648.jpg,data/train/label/8.jpg
data/train/image\8\14664.jpg,data/train/label/8.jpg
data/train/image\8\14665.jpg,data/train/label/8.jpg
data/train/image\8\14669.jpg,data/train/label/8.jpg
data/train/image\8\14678.jpg,data/train/label/8.jpg
data/train/image\8\14679.jpg,data/train/label/8.jpg
data/train/image\8\14690.jpg,data/train/label/8.jpg
data/train/image\8\14697.jpg,data/train/label/8.jpg
data/train/image\8\14706.jpg,data/train/label/8.jpg
data/train/image\8\14728.jpg,data/train/label/8.jpg
data/train/image\8\14730.jpg,data/train/label/8.jpg
data/train/image\8\14733.jpg,data/train/label/8.jpg
data/train/image\8\14745.jpg,data/train/label/8.jpg
data/train/image\8\1475.jpg,data/train/label/8.jpg
data/train/image\8\14751.jpg,data/train/label/8.jpg
data/train/image\8\14754.jpg,data/train/label/8.jpg
data/train/image\8\14766.jpg,data/train/label/8.jpg
data/train/image\8\14772.jpg,data/train/label/8.jpg
data/train/image\8\14779.jpg,data/train/label/8.jpg
